,descricao,estado,envelhecimento,alcool,marca,madeira,grupo,madeira,tipo,volume,preco
100,"A cachaça Cobiçada de Minas é produzida na cidade de Itabirito/MG. Ela é envelhecida por quatro anos e tem 40% de teor alcoólico.   A cobiça é o desejo profundo de se adquirir algo. Leonardo Da Vinci tinha cobiça por deixar um grande legado de suas ideias  e arte para o mundo. Viveu sua vida obstinado pelo desejo de se imortalizar. Einsten era tanto quanto e deixou também um legado o qual mudou nossas vidas. O mestre cachacista que fabrica essa cachaça também tinha uma cobiça, sintetizar a mais pura e saborosa cachaça do universo inteiro. O estudo que se trata aqui é de uma alquimia refinada. Como se colocássemos a cana frente ao espelho e seu reflexo fosse essa garrafa. Dentro da teoria do entreleçamentos de partículas, cujo o fenômeno se dá na alteração de parte dos átomos divididos, ou seja, se partimos um átomo de ouro e alterarmos uma das partes, estando a outra metade há quilômetros de distância, tudo que acontecer com uma das partes acontecerá com as outras, sem nenhuma ligação entre elas. Exatamente isso que é a cobiçada. Um entrelaçamento direto com a cana no campo. Só bebendo pra você conseguir entender isso que acabou de ler. vai lá, descubra.",Minas Gerais,Não,40% Vol.,Cobiçada de Minas,Carvalho,Cachaça,Carvalho,Não,500 ml,"R$59,90"
101,"A cachaça Salinas é produzida na região da capital mineira da cachaça, na cidade de Salinas/MG. Envelhecida dois anos e meio no bálsamo e com 42% de teor alcoólico. A fama da cachaça Salinas não está ligada tão somente ao nome mas também pela sua qualidade e tradição. São anos de história e conquistas. Vencedora de inúmeros festivais, a cachaça Salinas é uma das poucas que está presente em muitos bares, adegas pessoais, restaurante e botecos espalhados por este Brasilzão todo. Beber Salinas lhe confere experiência no paladar. É saber que não se toma apenas uma simples cachaças mas um produto que é resultado de uma linha de tempo repleta de desafios, inovação, cálculos, coragem e persistência. Atingir esse nível de cachaça não é para amadores. Por pouco Salinas não se torna uma bebida sinônimo de cachaça. O nome é uma conquista de alguém da vanguarda, que previa o futuro e sabia que ao redor desta produção nasceria outras marcas, como estrelas que formam uma galáxia, sendo a Salinas o próprio Big Bang. A explosão que causou todo esse glamour a uma bebida totalmente brasileira. Beba salinas e galope nos cometas mais vibrantes deste mundo fictício que é festejar e gozar a vida.",Minas Gerais,"2,5 anos",42% Vol.,Salinas,Bálsamo,Cachaça,Bálsamo,Não,600 ml,"R$22,90"
102,"A cachaça Prazer de Minas é produzida na cidade de Esmeralda/MG. Envelhecida por dois anos em barris de carvalho inglês.   Com 39% de teor alcoólico. Prazer de Minas representa, junto com o pão de queijo mineiro, uma das mais famosas característica desta gente das Minas Gerais. O povo mineiro é sereno, tranquilo e hospitaleiro. É comum chegar em cidades do interior de Minas e ser recebido com um lindo sorriso e ser convidado para tomar um cafezinho e comer um delicioso pão de cachaça. Mas quando se fala em aperitivo, o primeiro nome que vem para representar esse prazer cultural e antigo, é a Prazer de Minas. Uma das cachaças mais populares desta região montanhosa. Sua textura é leve e macia, um veludo líquido que desce surfando delicadamente no movimento peristáltico. Algo que não impulsiona a contração dos músculos faciais, muito pelo contrário, tudo fica mais bonito quando se absorve essa doce cachaça. Elevando nossa alegria ao máximo exponencial, dando prazer no prazer, essa cachaça é sinônimo de alegria e diversão. Um símbolo de orgulho para a nação das montanhas. Experimente essa cachaça e nos diga o que achou deixando um testemunho. Gostaríamos muito de saber se teve prazer ao degustar a Prazer de Minas.",Minas Gerais,3 anos,39% Vol.,Prazer de Minas,Carvalho,Cachaça,Carvalho,Não,700 ml,"R$75,95"
103,Não,Minas Gerais,Não,42% Vol.,Leblon,Carvalho,Cachaça,Carvalho,Não,375 ml,"R$94,90"
104,Licor de Cachaça Régis Armont 500ml,Minas Gerais,Não,26% Vol.,Règis Armmont,Não,LICOR,Não,Não,Não,"R$31,90"
105,Não,Rio Grande do Sul,Não,39% Vol.,Velho Alambique,Não,Cachaça,Não,Não,700 ml,"R$43,08"
106,"A Cachaça Germana é uma das mais tradicionais dentre as cachaças artesanais de alambique Mineiras. A Cachaça Germana tem que estar presente em toda adega.A garrafa da cachaça Germana, típica cachaça artesanal mineira, é toda revestida de folhas secas de bananeira por mulheres artesãs do Engenho de Nova União.Envelhecida por dois anos em tonéis de carvalho francês, a cachaça Germana 2 anos é ideal para quem gosta de uma cachaça mais leve e com sabor sutil. É um produto que muito agrada ao paladar feminino. O envelhecimento em carvalho proporciona um aroma amadeirado e adocicado. Premiações:- Eleita por 3 vezes no Ranking da Playboy como uma das melhores cachaças do Brasil- San Francisco World Spirits (EUA - 2009). Um dos maiores concursos de destilados do mundo: medalha de prata para o sabor e de bronze para a embalagem- Hayatt Cachaça Awards. Concurso nacional de arguardentes finas, através do Concurso Mundial de Bruxelas e da revista Vinho Magazine, outorgada pelo grande juri internacional em degustações ás cegas: medalha de prata.Sugestões de acompanhamento para cachaça Germana: Isca de peixe com molho tártaro.",Minas Gerais,3 anos,40% Vol.,Germana,Carvalho,Cachaça,Carvalho,Não,275 ml,"R$35,90"
107,Não,Minas Gerais,Não,40% Vol.,Dona Beja,Não Envelhcida,Cachaça,Não Envelhcida,Não,750 ml,"R$37,20"
108,"A cachaça Capim Cheiroso é produzida em Santa Bárbara/MG. Ela é envelhecida por 12 meses em barris de Jequitibá e depois por 12 meses em barris de Carvalho.   Tem 40% de teor alcoólico. A busca pela representação da natureza na cachaça é uma constante entre os produtores. Esse fenômeno se dá de forma natural, uma espécie de gratidão pela mãe natureza, que dá a cana e dá a vida para aprendermos transformar as coisas em produtos para consumirmos. Todo plantio requer paixão. Toda agricultura carrega em si o amor e a contemplação para quem semeia. Plantar, colher, trabalhar e servir. A homenagem ao Topázio, pedra preciosa que nos remete ao prisma, aos cristais criados pela própria natureza, é evidência de que esta cachaça busca, com tranquilidade, produzir uma bebida brilhante, cintilante e refrescante. Leve no sabor pouco encorpado, saborosa, caprichosa e influenciadora. Você pode está se perguntando se tem capim. Não, não tem capim. Somente cana de açúcar. O nome é para enaltecer a mãe natureza.",Minas Gerais,2 anos,40% Vol.,Capim Cheiroso,Carvalho e Jequitibá,Cachaça,Carvalho e Jequitibá,Não,500 ml,"R$67,95"
109,"A cachaça Capim Cheiroso é produzida em Santa Bárbara/MG. Ela é envelhecida por 12 meses em barris de Jequitibá e depois por 12 meses em barris de Carvalho.   Tem 40% de teor alcoólico. A busca pela representação da natureza na cachaça é uma constante entre os produtores. Esse fenômeno se dá de forma natural, uma espécie de gratidão pela mãe natureza, que dá a cana e dá a vida para aprendermos transformar as coisas em produtos para consumirmos. Todo plantio requer paixão. Toda agricultura carrega em si o amor e a contemplação para quem semeia. Plantar, colher, trabalhar e servir. A homenagem ao cristal, pedra preciosa que nos remete ao prisma, aos cristais criados pela própria natureza, é evidência de que esta cachaça busca, com tranquilidade, produzir uma bebida brilhante, cintilante e refrescante. Leve no sabor pouco encorpado, saborosa, caprichosa e influenciadora. Você pode está se perguntando se tem capim. Não, não tem capim. Somente cana de açúcar. O nome é para enaltecer a mãe natureza.",Minas Gerais,1 ano,40% Vol.,Capim Cheiroso,Jequitibá,Cachaça,Jequitibá,Não,500 ml,"R$31,09"
110,"A cachaça Mineiríssima é produzida na cidade de São João do Pacuí/MG. Ela é envelhecida três anos no carvalho e no jequitibá.   Tem 40% de teor alcoólico. Para quem gosta de uma cachaça com um sabor e cheiro do carvalho mais destacado, essa é a cachaça ideal. Suave, desce macia na garganta deixando aquela essência do carvalho prolongada um pouco mais. É uma cachaça que devemos apreciar com muito cuidado, porque de tão macia, tendemos a beber muito achando que ela é fraca. Mas não se engane, a Mineiríssima de tão gostosa é como a Medusa na mitologia grega, cujo um dos poderes era petrificar quem a olhasse nos olhos. Se você ficar tomando a Mineiríssima por muito tempo ficará estático, descansado e extasiado. Sua textura é como uma dose de relaxamento. O cheiro é maravilhoso, o mais puro retrato da essência fenomenal da cana combinada com a madeira. O próprio cheiro é a prova que ela descansou de verdade em nobres barris de carvalho. Não tem como negar isso. O cheiro do passado, o perfume do perfume. Essa cachaça quer representar Minas na sua mais pura essência. Mineríssima.",Minas Gerais,3 anos,40% Vol.,Mineiríssima,Carvalho e Jequitibá,Cachaça,Carvalho e Jequitibá,Não,1000 ml,"R$82,95"
111,"A cachaça Onda Clara é produzida na cidade de Lagoa Formosa/MG. Tem 40% de teor alcoólico.   A palavra onda significa muita coisa. Podemos falar das mais recentes descobertas e comprovadas agora, as ondas gravitacionais, das ondas de luz, das ondas sonoras, das ondas do mar e agora da Onda Clara. É que onda também pode ser ligada a um comportamento ou algum efeito de qualquer substância ingerida no corpo humano. Essa introdução abragente da palavra onda foi necessária para explicar a sensação de tomar essa cachaça. Ela vai te dar uma boa onda, uma onda clara. De tão refinada, de tão elaborada e estuda, sua sintetização é mais que perfeita. Superando qualquer outro padrão de qualidade na fabricação da branquinha. Para se tomar pura ou em drinques. Seja como for. O frescor da onda Clara vem como as ondas da beira do mar. É tão interessante pensar nisso que nos lembramos do filme Náufrago com o ator Tom Hanks, ao final ele conta para o seu amigo como saiu daquela ilha. E nos deixa a lição de nos perguntar todos os dias, ""O que a maré vai trazer amanhã?"" Ele pergunta isso porque um belo dia o mar trouxe a vela para ele sair de sua prisão. Se você não conhece a Onda Clara, receba. Aproveita que a maré da vida a trouxe até  você hoje. Se está lendo até aqui, imagina que a onda do cotidiando hoje lhe apresenta esta maravilha. Não perca essa onda. Vai nessa. Surfe á vontade e depois nos conte o que achou. Descubra.",Minas Gerais,Não,40% Vol.,Onda Clara,Não,Cachaça,Não,Não,700 ml,"R$129,90"
112,"Visão: revela-se com tons de amarelo dourado intenso obtidos pelo longo tempo de envelhecimento em barris de carvalho e bálsamo.Olfato: aromas complexos, nuanças de baunilha e amêndoas, dando-lhe uma tipicidade ímpar.Paladar: de notável harmonia e maciez, intensificando a complexidade via retro-nasal e, ao ser consumida sua suavidade é surpreendenteO longo período de envelhecimento e a complexidade aromática da Cachaça Casa Bucco, somados ás frutas, torna os coquetéis e caipirinhas mais complexos e agradáveis.",Rio Grande do Sul,6 anos,40% Vol.,Casa Bucco,Carvalho e Bálsamo,Cachaça,Carvalho e Bálsamo,Não,750 ml,"R$109,95"
113,"A cachaça Harmonie Schnaps é produzida na cidade de Harmonia/RS. Ela tem 38% de teor alcoólico.   A história da cachaça tem relação direta com a história do Brasil, com a vinda dos primeiros portugueses e as primeiras plantações de cana-de-açúcar. A cachaça não é apenas fruto e decorrência dessa longa caminhada. Ela foi e ainda é, um agente dos acontecimentos. Por vezes, sua produção foi estimulada, em outras, proibida. No entanto, de alguma forma, ela sempre esteve presente na construção do nosso país, afirmando seu sabor e sua autenticidade. Para falar sobre a cachaça, uma bebida tão presente na história do Brasil, é preciso voltar ao passado, á época em que o país apenas começava a existir, no final do século XV e início do século XVI. Nesse período, os nobres europeus passaram a conhecer o açúcar e a desejá-lo em suas mesas, por mais caro que fosse (naquele tempo, o açúcar era tão precioso quanto o ouro). Por ser um produto de alto valor, banqueiros e mercadores eram impulsionados a buscá-lo onde ele estivesse e a produzi-lo onde pudessem. Nesse cenário de alta valorização do açúcar no continente europeu, tem inicio a história da cana-de-açúcar no Brasil, numa época em que ainda não se desconfiava que ela daria origem á cachaça.
Premiações:  Medalha de Ouro Conours Mondial de Bruxelles 2013

 Medalha de Ouro na Expo Cachaça BH 2014

 Medalha de Prata  Conours Mondial de Bruxelles 2015",Rio Grande do Sul,3 anos,38%  Vol.,Harmonie Schnaps,Carvalho,Cachaça,Carvalho,Não,700 ml,"R$68,90"
114,"A CACHAÇA MENINA BRANCA... é pura cana-de-açúcar em terra massapê. Das moendas surge a menina-garapa que desce doce pelo engenho até as dornas de fermentação. Em seguida, é a vez da menina-vinho escorregar faceira para o alambique. É do encanto dessas meninas que nasce a Menina Branca, correndo sem pressa da serpentina ao seu copo. O segredo desse sabor vem do coração: a Menina Branca é puro coração de cachaça; nada de metanol ou álcoois superiores na sua composição. Para completar a orquestra de sabores e aromas, um rigoroso controle do plantio á estocagem garante a qualidade superior dessa Menina.",Minas Gerais,Não,44% Vol.,Menina Branca,Não,Cachaça,Não,Não,500 ml,"R$40,80"
115,"Diferencial - Não adianta ser cachaça, se não tiver diferencial, será mais uma ""água ardente""A localização do alambique em Minas Gerais é mantida em sigilo. E há motivos para isso. Lá dentro, é produzida uma cachaça valiosa, cujos ingredientes vão além do mel puro e da casca de limão. A Lord 79 traz entre os seus componentes ouro 23 quilates (puro) comestível.",Minas Gerais,Não,23% Vol.,Lord 79,Não,Cachaça,Não,Não,750 ml,"R$119,90"
116,"A cachaça Seiva Missioneira é produzida em Caibaté/RS. Ela é envelhecida dois anos em barris de carvalho e tem 40% de teor alcoólico.  Uma cachaça produzida de forma artesanal, a partir da combinação de arte e tecnologia, preservando tradicionais técnicas artesanais com a destilação do caldo de cana-de-açúcar fermentada a partir de leveduras naturais selecionadas . A matéria-prima é cultivada nos férteis solos de Caibaté, no coração das missões guaraníticas do Rio Grande do Sul, em talões com altitude média de 300 metros, condições climáticas adequadas, baixas temperaturas e incidência moderada de geadas , ideais para a maturação da cana-de-açúcar , condição indispensável e que resulta na produção das melhores cachaças. É fabricada sem aditivos químicos ou aceleradores de fermentação, que faz de Seiva Missioneira uma cachaça de corpo e alma. Padronizada e descansada em tonéis de madeiras nobres: o carvalho ; o jequitibá; a grápia;o bálsamo e a umburana garantem requintado sabor da verdadeira cachaça artesanal e de seu surpreendente e delicado ardor temperado ao doce aroma da cana-de-açúcar, o que garante um sabor genuíno da cachaça artesanal brasileira. Seiva Missioneira, O sabor do coração missioneiro.",Rio Grande do Sul,2 anos,40% Vol.,Seiva Missioneira,Carvalho,Cachaça,Carvalho,Não,700 ml,"R$34,68"
117,Não,Rio Grande do Sul,Não,40% Vol.,Bel Vedere,Não,Cachaça,Não,Não,700 ml,"R$48,00"
118,"Há muito o que se falar da cachaça Seleta, primeiro que ela é um produto da fazenda Seleta, que é o alambique que mais produz cachaça artesanal no Brasil. Localizada na capital mineira da cachaça, Salinas/MG.   O Sô Tonim, como é conhecido, é o dono da cachaça e uma figura muito conhecida no ramo da cachaça, homem de bom coração, foi um dos pioneiros a divulgar a cachaça artesanal para o Brasil e o mundo. A cachaça é envelhecida no barril de umburana por 2 anos. Tem um pergume único e de leveza agradável. Um produto com selo Salinas. Reza a lenda que a terra daquela região é sagrada para os produtores de cana de açúcar. Há um grande diferencial da cana plantada por lá em relação a de outras regiões do Brasil. Por isso as cachaças de Salinas são tão procuradas.  A cachaça é sagrada para muitos apreciadores. Isso está ligado com a escravidão e a triste história do seu nascimento. Por isso é uma bebida de respeito que merece amor, ternura e muito capricho em sua preparação. Para muitos é carregada de espíritos que lutaram pela liberdade, para outros, representa a força para romper com um sistema severo, e para mais, uma bebida que representa a história de uma nação. O líquido precioso que caminha de mãos dadas com a evolução deste país. As lágrimas do choro de uma nação festeira. Com esse respeito todo é que se faz essa tão apreciada cachaça. Seleta.",Minas Gerais,2 anos,42% Vol.,Seleta,Umburana,Cachaça,Umburana,Não,670 ml,"
                    R$58,95                "
119,"Há muito o que se falar da cachaça Seleta, primeiro que ela é um produto da fazenda Seleta, que é o alambique que mais produz cachaça artesanal no Brasil. Localizada na capital mineira da cachaça, Salinas/MG.   O Sô Tonim, como é conhecido, é o dono da cachaça e uma figura muito conhecida no ramo da cachaça, homem de bom coração, foi um dos pioneiros a divulgar a cachaça artesanal para o Brasil e o mundo. A cachaça é envelhecida no barril de umburana por 2 anos. Tem um pergume único e de leveza agradável. Um produto com selo Salinas. Reza a lenda que a terra daquela região é sagrada para os produtores de cana de açúcar. Há um grande diferencial da cana plantada por lá em relação a de outras regiões do Brasil. Por isso as cachaças de Salinas são tão procuradas.  A cachaça é sagrada para muitos apreciadores. Isso está ligado com a escravidão e a triste história do seu nascimento. Por isso é uma bebida de respeito que merece amor, ternura e muito capricho em sua preparação. Para muitos é carregada de espíritos que lutaram pela liberdade, para outros, representa a força para romper com um sistema severo, e para mais, uma bebida que representa a história de uma nação. O líquido precioso que caminha de mãos dadas com a evolução deste país. As lágrimas do choro de uma nação festeira. Com esse respeito todo é que se faz essa tão apreciada cachaça. Seleta.",Minas Gerais,2 anos,42% Vol.,Seleta,Umburana,Cachaça,Umburana,Não,670 ml,"R$58,95"
120,"A cachaça Capim Cheiroso é produzida em Santa Bárbara/MG. Ela é envelhecida por 12 meses em barris de Jequitibá e depois por 12 meses em barris de Carvalho.   Tem 40% de teor alcoólico. A busca pela representação da natureza na cachaça é uma constante entre os produtores. Esse fenômeno se dá de forma natural, uma espécie de gratidão pela mãe natureza, que dá a cana e dá a vida para aprendermos transformar as coisas em produtos para consumirmos. Todo plantio requer paixão. Toda agricultura carrega em si o amor e a contemplação para quem semeia. Plantar, colher, trabalhar e servir. A homenagem ao cristal, pedra preciosa que nos remete ao prisma, aos cristais criados pela própria natureza, é evidência de que esta cachaça busca, com tranquilidade, produzir uma bebida brilhante, cintilante e refrescante. Leve no sabor pouco encorpado, saborosa, caprichosa e influenciadora. Você pode está se perguntando se tem capim. Não, não tem capim. Somente cana de açúcar. O nome é para enaltecer a mãe natureza.",Minas Gerais,1 ano,40% Vol.,Capim Cheiroso,Jequitibá,Cachaça,Jequitibá,Não,1000 ml,"R$50,28"
121,Kit Cachaça Capim Cheiroso + 2 copinhos,Minas Gerais,1 ano,40% Vol.,Não,Não,Kit,Não,Não,Não,"R$82,00"
122,"A cachaça Dona Branca é produzida na cidade de Papagaios/MG. Ela é envelhecida por aproxidamente um ano no barril de Jequitibá (que não colore a cachaça) e tem 42% de teor alcoólico.    É preciso experimentar essa cachaça pura, para sentir a essência da cana de açucar destilada no mais refinado método de suavização. Ela não é uma cachaça envelhecida, apenas descansada em tóneis de inox. Isso lhe confere uma transparência cristalizada e límpida, a bebida perfeita para se tomar pura ou mista como a nossa tradicional caipirinha. Com essa cachaça ela vai ficar perfeita.  A Cachaça Dona Branca traz em cada gole o equilíbrio perfeito das novas tecnologias, a qualidade, a saga e a tradição do que há de mais puro e genuíno no nosso Brasil. Os processos de produção, armazenagem e envelhecimento, criaram padrões de qualidade que caracterizam a Cachaça Dona Branca como um produto artesanal em sua essência, que mantém a riqueza de aromas e sabores mesmo na produção em grande escala.",Minas Gerais,Não,42% Vol.,Dona Branca,Jequitibá,Cachaça,Jequitibá,Não,700 ml,"R$23,45"
123,"Produzida em um dos estados com maior tradição e número de alambiques, a Famosinha de Minas, faz jus ao nome e se tornou reconhecida mundialmente, com medalhas no Concours Mondial Bruxelles Spirits, em 2013, 2014 e 2016. 
A marca existe há mais de 20 anos, o alambique está localizado na cidade de Papagaios, em Minas Gerais. a cachaça é envelhecida por dois anos em barris de amburana. Com o aroma acentuado e 42% de teor alcoólico, a Famosinha de Minas tem notas de canela por causa da madeira, o que deixa a bebida levemente adocicada.
Conhecer a Famosinha de Minas é experimentar o melhor pedaço de Minas Gerais.",Minas Gerais,2 anos,42% Vol.,Famosinha,Umburana,Cachaça,Umburana,Não,600 ml,"R$22,90"
124,"A cachaça Santuário é produzida na cidade de Papagaios/MG. Ela é envelhecida dois anos no barril de carvalho e tem 42% de teor alcoólico.   O santuário é um local de silencio, reflexão, devoção e oração. O que de há de mais sagrado entre os homens na terra. Um ponto de encontro de peregrinos e religiosos. Onde o respeito emana a cada respiração, onde os passos são lentos e é preciso integridade para adentrar. Trazer isso em forma de cachaça é uma ousadia espiritual de tremenda responsabilidade. Estamos querendo dizer que este produto é tão especial quanto um santuário. É preciso respeito pelo gole. É preciso degustação e apreciação. Ser devoto da cultura da transformação da cana de açúcar em um remédio que alivia dores emocionais, físicas e sentimentais.  Santuário é um produto nobre e que vigora. Revigora e renova. Nossos sentidos são influênciados por aquilo que sentimos com os nossos sentidos. No ramo da cachaça, que tem mais de nove mil marcas, onde a concorrência é intensa, destaca aquela que tem criativdade desde o rótulo até o sabor. Desde o nome até a experimentação. Por tanto, quando ver essa garrafa em sua casa lembre-se que com ela, está presente o espírito do respeito, da benção do Preto Vei, da paz de Gandhi, dos ensinamentos de Cristo e de todos os outros líderes sagrados. Como Buda por exemplo. Santuário é isso, respeito, prazer e amor.",Minas Gerais,2 anos,42% Vol.,Santuário de Minas,Carvalho,Cachaça,Carvalho,Não,700 ml,"R$30,00"
125,Não,Minas Gerais,Sem envelhecimento,40% Vol.,Cobiçada de Minas,Não Envelhcida,Cachaça,Não Envelhcida,Não,670 ml,"R$30,90"
126,"Cachaça suave verdadeiro sabor da cana, sem envelhecimento apropriada para drinks.",Minas Gerais,Não,41% Vol.,Serra Morena,Não Envelhcida,Cachaça,Não Envelhcida,Não,600 ml,"R$23,90"
127,"A cachaça Serra Morena é produzida em Minas Gerais, região com tradição na produção de cachaças artesanais, ou de alambique, de excelente qualidade. A Cachaça Serra Morena nasceu da idéia de unir a tradição das fazendas mineiras com o novo conceito de produto destinado á economia globalizada, em que prevalecem o elevado grau de exigência e os rígidos padrões de qualidade internacional. A experiência de vários anos de seu idealizador, que sempre priorizou a qualidade total, foi determinante na concretização desse projeto.A fabricação da cachaça Serra Morena é artesanal e seu processo de produção prima pela excelência do produto, a fim de gerar uma cachaça de sabor suave e aroma inconfundível. O conceito de qualidade começa a ser aplicado no plantio da cana-de-açúcar com a supervisão de engenheiro agrônomo.A utilização dos tradicionais alambiques de cobre garante a pureza e a graduação alcoólica, ideais para um destilado de alto nível, que fazem com que a Cachaça Serra Morena seja conhecida, apreciada e degustada em todo o Brasil e em todo o mundo.",Minas Gerais,4 anos,44% Vol.,Serra Morena,Carvalho e Jequitibá,Cachaça,Carvalho e Jequitibá,Não,700 ml,"R$59,90"
128,"Envelhecida três anos em tóneis de carvalho e jequitibá, cachaça suave com sabor e aroma marcantes, produto que muito agrada ao paladar feminino.",Minas Gerais,3 anos,40% Vol.,Serra Morena,Carvalho e Jequitibá,Cachaça,Carvalho e Jequitibá,Não,250 ml,"R$17,90"
129,"Envelhecida três anos em tóneis de carvalho e jequitibá, cachaça suave com sabor e aroma marcantes, produto que muito agrada ao paladar feminino.",Minas Gerais,3 anos,40% Vol.,Serra Morena,Carvalho e Jequitibá,Cachaça,Carvalho e Jequitibá,Não,670 ml,"R$38,95"
130,"A cachaça Alambicana é produzida na cidade de Harmonia/RS. Ela tem 38% de teor alcoólico  . O Rio Grande do Sul tem se destacado no ramo da cachaça artesanal. Talvez pelo fato das terras onde se planta a cana de açúcar ter propriedades novas para compôr e sintetizar essa maciez na descida da garganta. Alambicana é uma delícia pura. Estilo cowboy. É abrir, encher o copo e beber de uma vez. Você pode aprimorar se quiser colocando gelo ou mantendo-a na geladeira. Não no freezer pois pode descaracterizar o seu sabor, mas na porta da geladeira. Ou então acrescente gelo, limão e açúcar, misture tudo e beba a vontade  sua refrescante caipirinha.",Rio Grande do Sul,3 anos,38%  Vol.,Harmonie Schnaps,Carvalho,Cachaça,Carvalho,Não,500 ml,"R$51,01"
131,"Cachaça estocada aproximadamente dois anos em madeiras nobres que envolve carvalho, grápia, louro e cabriáva, resultando em um blend harmônico que confere refinada qualidade, com aromas leves. Propícia para degustá-la pura.",Rio Grande do Sul,Sem envelhecimento,38%  Vol.,Harmonie Schnaps,Não,Cachaça,Não,Não,700 ml,"R$59,90"
132,Não,Rio Grande do Sul,Não,40% Vol.,Casa Bucco,Não,Cachaça,Não,Não,160 ml,"R$34,00"
133,CACHAÇA BI BUCCO 750ML,Rio Grande do Sul,6 anos,39% Vol.,Casa Bucco,Carvalho e Bálsamo,Cachaça,Carvalho e Bálsamo,Não,750 ml,"R$85,90"
134,CACHAÇA BI BUCCO 160ML,Rio Grande do Sul,6 anos,39% Vol.,Casa Bucco,Carvalho e Bálsamo,Cachaça,Carvalho e Bálsamo,Não,160 ml,"R$32,28"
135,Não,Rio Grande do Sul,1 ano,38%  Vol.,Weber Haus,Amburana,Cachaça,Não,Não,50 ml,"R$14,90"
136,Não,Rio Grande do Sul,2 anos,38%  Vol.,Weber Haus,Carvalho e Cabriúva,Cachaça,Carvalho e Cabriúva,Não,160 ml,"R$30,90"
137,Cachaça Weber Haus Carvalho e Cabriúva 700ml,Rio Grande do Sul,2 anos,38%  Vol.,Weber Haus,Carvalho e Cabriúva,Cachaça,Carvalho e Cabriúva,Não,700 ml,"R$67,90"
138,Cachaça Weber Haus Canela Sassafras 700ml,Rio Grande do Sul,1 ano,38%  Vol.,Weber Haus,Canela Sassafrás,Cachaça,Canela Sassafrás,Não,700 ml,"R$67,90"
139,A CACHAÇA VELHO ALAMBIQUE é produzida pelas famílias Remus e Bettinelli que deram continuidade a uma cultura de mais de 100 anos de tradição. Confira!,Rio Grande do Sul,Não,39% Vol.,Velho Alambique,Carvalho,Cachaça,Carvalho,Não,50 ml,"R$11,87"
140,"A gelatina de cachaça é produzida no parque ecológico da Vale Verde, na cidade de Vianápolis, distrito de Betim/MG. Com 0,5% de teor aloólico, a gelatina é uma deliciosa sobremesa e tira gosto doce.   Se mantida na geladeira fica ainda mais gostosa. O sabor é peculiar e viciante, não dá pra comer uma só. Experimente e surpreenda os amigos e familiares. Dizem que cachaceiro não come doce, mas agora eles comerão e a glicose agradece. O legal que dá pra brincar enquanto saboreia essa delícia. Só não pode dar para as crianças. Dizem que comer o pote todo dá bebura e você também pode ser pego numa blitz. E não adianta brincar de Jânio Quadros dizendo pro guarda ""Bebo por que é líquido, se fosse sólido eu come-lo-ia"". A lei seca valoriza é o teor alcoólico. Coma com moderação.",Rio Grande do Sul,3 anos,39% Vol.,Velho Alambique,Carvalho,Cachaça,Carvalho,Não,250 ml,"R$25,08"
141,"A gelatina de cachaça é produzida no parque ecológico da Vale Verde, na cidade de Vianápolis, distrito de Betim/MG. Com 0,5% de teor aloólico, a gelatina é uma deliciosa sobremesa e tira gosto doce.   Se mantida na geladeira fica ainda mais gostosa. O sabor é peculiar e viciante, não dá pra comer uma só. Experimente e surpreenda os amigos e familiares. Dizem que cachaceiro não come doce, mas agora eles comerão e a glicose agradece. O legal que dá pra brincar enquanto saboreia essa delícia. Só não pode dar para as crianças. Dizem que comer o pote todo dá bebura e você também pode ser pego numa blitz. E não adianta brincar de Jânio Quadros dizendo pro guarda ""Bebo por que é líquido, se fosse sólido eu come-lo-ia"". A lei seca valoriza é o teor alcoólico. Coma com moderação.",Rio Grande do Sul,Não,39% Vol.,Velho Alambique,Não,Cachaça,Não,Não,500 ml,"R$34,68"
142,Não,Rio Grande do Sul,3 anos,39% Vol.,Velho Alambique,Carvalho,Cachaça,Carvalho,Não,250 ml,"R$25,08"
143,Não,Rio Grande do Sul,Não,39% Vol.,Velho Alambique,Não,Cachaça,Não,Não,250 ml,"R$25,08"
144,CACHAÇA BENTO ALBINO PRATA 750ML,Rio Grande do Sul,Não,40% Vol.,Bento Albino,Não,Cachaça,Não,Não,750 ml,"R$42,00"
145,CACHAÇA BENTO ALBINO PRATA 160ML,Rio Grande do Sul,4 anos,40% Vol.,Bento Albino,Carvalho,Cachaça,Carvalho,Não,160 ml,"R$17,88"
146,"A madeira de Bálsamo representa um dos melhores sabores da cachaça típica brasileira, seu equilíbrio sensorial proporciona uma cachaça macia e encorpada para ser degustada com criatividade.
Premiações 
Duplo ouro e Best In Show (melhor bebida da categoria) no New York World Wine & Spirits Competition 2016
Medalha de ouro no CWSA 2016 (China Wine & Spirits Awards), na China
Medalha de Bronze no International Spirits Challenge 2016, em Londres
Medalha de Prata no San Francisco World Spirits Competition 2015
Eleita pela Revista Vip entre as 15 melhores cachaças do Brasil (Agosto de 2015). 
Medalha de Ouro no Concurso Mundial de Bruxelas 2013
Medalha de Bronze no Concurso da Expocachaça São Paulo 2013",Alagoas,3 anos,40% Vol.,Gogo da Ema,Bálsamo,Cachaça,Bálsamo,Não,750 ml,"R$57,95"
147,Não,Alagoas,3 anos,40% Vol.,Gogo da Ema,Jequitibá,Cachaça,Jequitibá,Não,750 ml,"R$48,95"
